Generation,FitnessScore,SolvationEnergy,Eisenberg,HelixPropensity
1628,17.2892,7.0000,0.3445,1.0981
1629,17.2892,7.0000,0.3445,1.0981
1630,17.2892,7.0000,0.3445,1.0981
1631,17.2892,7.0000,0.3445,1.0981
1632,17.2892,7.0000,0.3445,1.0981
1633,17.2892,7.0000,0.3445,1.0981
1634,17.2892,7.0000,0.3445,1.0981
1635,17.2892,7.0000,0.3445,1.0981
1636,17.2892,7.0000,0.3445,1.0981
1637,17.2892,7.0000,0.3445,1.0981
1638,17.2892,7.0000,0.3445,1.0981
1639,17.2892,7.0000,0.3445,1.0981
1640,17.2892,7.0000,0.3445,1.0981
1641,17.2892,7.0000,0.3445,1.0981
1642,17.2892,7.0000,0.3445,1.0981
1643,17.2892,7.0000,0.3445,1.0981
1644,17.2892,7.0000,0.3445,1.0981
1645,17.2892,7.0000,0.3445,1.0981
1646,17.2892,7.0000,0.3445,1.0981
1647,17.2892,7.0000,0.3445,1.0981
1648,17.2892,7.0000,0.3445,1.0981
1649,17.2892,7.0000,0.3445,1.0981
1650,17.2892,7.0000,0.3445,1.0981
1651,17.2892,7.0000,0.3445,1.0981
1652,17.2892,7.0000,0.3445,1.0981
1653,17.2892,7.0000,0.3445,1.0981
1654,17.2892,7.0000,0.3445,1.0981
1655,17.2892,7.0000,0.3445,1.0981
1656,17.2892,7.0000,0.3445,1.0981
1657,17.2892,7.0000,0.3445,1.0981
1658,17.2892,7.0000,0.3445,1.0981
1659,17.2892,7.0000,0.3445,1.0981
1660,17.2892,7.0000,0.3445,1.0981
1661,17.2892,7.0000,0.3445,1.0981
1662,17.2892,7.0000,0.3445,1.0981
1663,17.2892,7.0000,0.3445,1.0981
1664,17.2892,7.0000,0.3445,1.0981
1665,17.2892,7.0000,0.3445,1.0981
1666,17.2892,7.0000,0.3445,1.0981
1667,17.2892,7.0000,0.3445,1.0981
1668,17.2892,7.0000,0.3445,1.0981
1669,17.2892,7.0000,0.3445,1.0981
1670,17.2892,7.0000,0.3445,1.0981
1671,17.2892,7.0000,0.3445,1.0981
1672,17.2892,7.0000,0.3445,1.0981
1673,17.2892,7.0000,0.3445,1.0981
1674,17.2892,7.0000,0.3445,1.0981
1675,17.2892,7.0000,0.3445,1.0981
1676,17.2892,7.0000,0.3445,1.0981
1677,17.2892,7.0000,0.3445,1.0981
1678,17.2892,7.0000,0.3445,1.0981
1679,17.2892,7.0000,0.3445,1.0981
1680,17.2892,7.0000,0.3445,1.0981
1681,17.2892,7.0000,0.3445,1.0981
1682,17.2892,7.0000,0.3445,1.0981
1683,17.2892,7.0000,0.3445,1.0981
1684,17.2892,7.0000,0.3445,1.0981
1685,17.2892,7.0000,0.3445,1.0981
1686,17.2892,7.0000,0.3445,1.0981
1687,17.2892,7.0000,0.3445,1.0981
1688,17.2892,7.0000,0.3445,1.0981
1689,17.2892,7.0000,0.3445,1.0981
1690,17.2892,7.0000,0.3445,1.0981
1691,17.2892,7.0000,0.3445,1.0981
1692,17.2892,7.0000,0.3445,1.0981
1693,17.2892,7.0000,0.3445,1.0981
1694,17.2892,7.0000,0.3445,1.0981
1695,17.2892,7.0000,0.3445,1.0981
1696,17.2892,7.0000,0.3445,1.0981
1697,17.2892,7.0000,0.3445,1.0981
1698,17.2892,7.0000,0.3445,1.0981
1699,17.2892,7.0000,0.3445,1.0981
1700,17.2892,7.0000,0.3445,1.0981
1701,17.2892,7.0000,0.3445,1.0981
1702,17.2892,7.0000,0.3445,1.0981
1703,17.2892,7.0000,0.3445,1.0981
1704,17.2892,7.0000,0.3445,1.0981
1705,17.2892,7.0000,0.3445,1.0981
1706,17.2892,7.0000,0.3445,1.0981
1707,17.2892,7.0000,0.3445,1.0981
1708,17.2892,7.0000,0.3445,1.0981
1709,17.2892,7.0000,0.3445,1.0981
1710,17.2892,7.0000,0.3445,1.0981
1711,17.2892,7.0000,0.3445,1.0981
1712,17.2892,7.0000,0.3445,1.0981
1713,17.2892,7.0000,0.3445,1.0981
1714,17.2892,7.0000,0.3445,1.0981
1715,17.2892,7.0000,0.3445,1.0981
1716,17.2892,7.0000,0.3445,1.0981
1717,17.2892,7.0000,0.3445,1.0981
1718,17.2892,7.0000,0.3445,1.0981
1719,17.2892,7.0000,0.3445,1.0981
1720,17.2892,7.0000,0.3445,1.0981
1721,17.2892,7.0000,0.3445,1.0981
1722,17.2892,7.0000,0.3445,1.0981
1723,17.2892,7.0000,0.3445,1.0981
1724,17.2892,7.0000,0.3445,1.0981
1725,17.2892,7.0000,0.3445,1.0981
1726,17.2892,7.0000,0.3445,1.0981
1727,17.2892,7.0000,0.3445,1.0981
1728,17.2892,7.0000,0.3445,1.0981
1729,17.2892,7.0000,0.3445,1.0981
1730,17.2892,7.0000,0.3445,1.0981
1731,17.2892,7.0000,0.3445,1.0981
1732,17.2892,7.0000,0.3445,1.0981
1733,17.2892,7.0000,0.3445,1.0981
1734,17.2892,7.0000,0.3445,1.0981
1735,17.2892,7.0000,0.3445,1.0981
1736,17.2892,7.0000,0.3445,1.0981
1737,17.2892,7.0000,0.3445,1.0981
1738,17.2892,7.0000,0.3445,1.0981
1739,17.2892,7.0000,0.3445,1.0981
1740,17.2892,7.0000,0.3445,1.0981
1741,17.2892,7.0000,0.3445,1.0981
1742,17.2892,7.0000,0.3445,1.0981
1743,17.2892,7.0000,0.3445,1.0981
1744,17.2892,7.0000,0.3445,1.0981
1745,17.2892,7.0000,0.3445,1.0981
1746,17.2892,7.0000,0.3445,1.0981
1747,17.2892,7.0000,0.3445,1.0981
1748,17.2892,7.0000,0.3445,1.0981
1749,17.2892,7.0000,0.3445,1.0981
1750,17.2892,7.0000,0.3445,1.0981
1751,17.2892,7.0000,0.3445,1.0981
1752,17.2892,7.0000,0.3445,1.0981
1753,17.2892,7.0000,0.3445,1.0981
1754,17.2892,7.0000,0.3445,1.0981
1755,17.2892,7.0000,0.3445,1.0981
1756,17.2892,7.0000,0.3445,1.0981
1757,17.2892,7.0000,0.3445,1.0981
1758,17.2892,7.0000,0.3445,1.0981
1759,17.2892,7.0000,0.3445,1.0981
1760,17.2892,7.0000,0.3445,1.0981
1761,17.2892,7.0000,0.3445,1.0981
1762,17.2892,7.0000,0.3445,1.0981
1763,17.2892,7.0000,0.3445,1.0981
1764,17.2892,7.0000,0.3445,1.0981
1765,17.2892,7.0000,0.3445,1.0981
1766,17.2892,7.0000,0.3445,1.0981
1767,17.2892,7.0000,0.3445,1.0981
1768,17.2892,7.0000,0.3445,1.0981
1769,17.2892,7.0000,0.3445,1.0981
1770,17.2892,7.0000,0.3445,1.0981
1771,17.2892,7.0000,0.3445,1.0981
1772,17.2892,7.0000,0.3445,1.0981
1773,17.2892,7.0000,0.3445,1.0981
1774,17.2892,7.0000,0.3445,1.0981
1775,17.2892,7.0000,0.3445,1.0981
1776,17.2892,7.0000,0.3445,1.0981
1777,17.2892,7.0000,0.3445,1.0981
1778,17.2892,7.0000,0.3445,1.0981
1779,17.2892,7.0000,0.3445,1.0981
1780,17.2892,7.0000,0.3445,1.0981
1781,17.2892,7.0000,0.3445,1.0981
1782,17.2892,7.0000,0.3445,1.0981
1783,17.2892,7.0000,0.3445,1.0981
1784,17.2892,7.0000,0.3445,1.0981
1785,17.2892,7.0000,0.3445,1.0981
1786,17.2892,7.0000,0.3445,1.0981
1787,17.2892,7.0000,0.3445,1.0981
1788,17.2892,7.0000,0.3445,1.0981
1789,17.2892,7.0000,0.3445,1.0981
1790,17.2892,7.0000,0.3445,1.0981
1791,17.2892,7.0000,0.3445,1.0981
1792,17.2892,7.0000,0.3445,1.0981
1793,17.2892,7.0000,0.3445,1.0981
1794,17.2892,7.0000,0.3445,1.0981
1795,17.2892,7.0000,0.3445,1.0981
1796,17.2892,7.0000,0.3445,1.0981
1797,17.2892,7.0000,0.3445,1.0981
1798,17.2892,7.0000,0.3445,1.0981
1799,17.2892,7.0000,0.3445,1.0981
1800,17.2892,7.0000,0.3445,1.0981
1801,17.2892,7.0000,0.3445,1.0981
1802,17.2892,7.0000,0.3445,1.0981
1803,17.2892,7.0000,0.3445,1.0981
1804,17.2892,7.0000,0.3445,1.0981
1805,17.2892,7.0000,0.3445,1.0981
1806,17.2892,7.0000,0.3445,1.0981
1807,17.2892,7.0000,0.3445,1.0981
1808,17.2892,7.0000,0.3445,1.0981
1809,17.2892,7.0000,0.3445,1.0981
1810,17.2892,7.0000,0.3445,1.0981
1811,17.2892,7.0000,0.3445,1.0981
1812,17.2892,7.0000,0.3445,1.0981
1813,17.2892,7.0000,0.3445,1.0981
1814,17.2892,7.0000,0.3445,1.0981
1815,17.2892,7.0000,0.3445,1.0981
1816,17.2892,7.0000,0.3445,1.0981
1817,17.2892,7.0000,0.3445,1.0981
1818,17.2892,7.0000,0.3445,1.0981
1819,17.2892,7.0000,0.3445,1.0981
1820,17.2892,7.0000,0.3445,1.0981
1821,17.2892,7.0000,0.3445,1.0981
1822,17.2892,7.0000,0.3445,1.0981
1823,17.2892,7.0000,0.3445,1.0981
1824,17.2892,7.0000,0.3445,1.0981
1825,17.2892,7.0000,0.3445,1.0981
1826,17.2892,7.0000,0.3445,1.0981
1827,17.2892,7.0000,0.3445,1.0981
1828,17.2892,7.0000,0.3445,1.0981
1829,17.2892,7.0000,0.3445,1.0981
1830,17.2892,7.0000,0.3445,1.0981
1831,17.2892,7.0000,0.3445,1.0981
1832,17.2892,7.0000,0.3445,1.0981
1833,17.2892,7.0000,0.3445,1.0981
1834,17.2892,7.0000,0.3445,1.0981
1835,17.2892,7.0000,0.3445,1.0981
1836,17.2892,7.0000,0.3445,1.0981
1837,17.2892,7.0000,0.3445,1.0981
1838,17.2892,7.0000,0.3445,1.0981
1839,17.2892,7.0000,0.3445,1.0981
1840,17.2892,7.0000,0.3445,1.0981
1841,17.2892,7.0000,0.3445,1.0981
1842,17.2892,7.0000,0.3445,1.0981
1843,17.2892,7.0000,0.3445,1.0981
1844,17.2892,7.0000,0.3445,1.0981
1845,17.2892,7.0000,0.3445,1.0981
1846,17.2892,7.0000,0.3445,1.0981
1847,17.2892,7.0000,0.3445,1.0981
1848,17.2892,7.0000,0.3445,1.0981
1849,17.2892,7.0000,0.3445,1.0981
1850,17.2892,7.0000,0.3445,1.0981
1851,17.2892,7.0000,0.3445,1.0981
1852,17.2892,7.0000,0.3445,1.0981
1853,17.2892,7.0000,0.3445,1.0981
1854,17.2892,7.0000,0.3445,1.0981
1855,17.2892,7.0000,0.3445,1.0981
1856,17.2892,7.0000,0.3445,1.0981
1857,17.2892,7.0000,0.3445,1.0981
1858,17.2892,7.0000,0.3445,1.0981
1859,17.2892,7.0000,0.3445,1.0981
1860,17.2892,7.0000,0.3445,1.0981
1861,17.2892,7.0000,0.3445,1.0981
1862,17.2892,7.0000,0.3445,1.0981
1863,17.2892,7.0000,0.3445,1.0981
1864,17.2892,7.0000,0.3445,1.0981
1865,17.2892,7.0000,0.3445,1.0981
1866,17.2892,7.0000,0.3445,1.0981
1867,17.2892,7.0000,0.3445,1.0981
1868,17.2892,7.0000,0.3445,1.0981
1869,17.2892,7.0000,0.3445,1.0981
1870,17.2892,7.0000,0.3445,1.0981
1871,17.2892,7.0000,0.3445,1.0981
1872,17.2892,7.0000,0.3445,1.0981
1873,17.2892,7.0000,0.3445,1.0981
1874,17.2892,7.0000,0.3445,1.0981
1875,17.2892,7.0000,0.3445,1.0981
1876,17.2892,7.0000,0.3445,1.0981
1877,17.2892,7.0000,0.3445,1.0981
1878,17.2892,7.0000,0.3445,1.0981
1879,17.2892,7.0000,0.3445,1.0981
1880,17.2892,7.0000,0.3445,1.0981
1881,17.2892,7.0000,0.3445,1.0981
1882,17.2892,7.0000,0.3445,1.0981
1883,17.2892,7.0000,0.3445,1.0981
1884,17.2892,7.0000,0.3445,1.0981
1885,17.2892,7.0000,0.3445,1.0981
1886,17.2892,7.0000,0.3445,1.0981
1887,17.2892,7.0000,0.3445,1.0981
1888,17.2892,7.0000,0.3445,1.0981
1889,17.2892,7.0000,0.3445,1.0981
1890,17.2892,7.0000,0.3445,1.0981
1891,17.2892,7.0000,0.3445,1.0981
1892,17.2892,7.0000,0.3445,1.0981
1893,17.2892,7.0000,0.3445,1.0981
1894,17.2892,7.0000,0.3445,1.0981
1895,17.2892,7.0000,0.3445,1.0981
1896,17.2892,7.0000,0.3445,1.0981
1897,17.2892,7.0000,0.3445,1.0981
1898,17.2892,7.0000,0.3445,1.0981
1899,17.2892,7.0000,0.3445,1.0981
1900,17.2892,7.0000,0.3445,1.0981
1901,17.2892,7.0000,0.3445,1.0981
1902,17.2892,7.0000,0.3445,1.0981
1903,17.2892,7.0000,0.3445,1.0981
1904,17.2892,7.0000,0.3445,1.0981
1905,17.2892,7.0000,0.3445,1.0981
1906,17.2892,7.0000,0.3445,1.0981
1907,17.2892,7.0000,0.3445,1.0981
1908,17.2892,7.0000,0.3445,1.0981
1909,17.2892,7.0000,0.3445,1.0981
1910,17.2892,7.0000,0.3445,1.0981
1911,17.2892,7.0000,0.3445,1.0981
1912,17.2892,7.0000,0.3445,1.0981
1913,17.2892,7.0000,0.3445,1.0981
1914,17.2892,7.0000,0.3445,1.0981
1915,17.2892,7.0000,0.3445,1.0981
1916,17.2892,7.0000,0.3445,1.0981
1917,17.2892,7.0000,0.3445,1.0981
1918,17.2892,7.0000,0.3445,1.0981
1919,17.2892,7.0000,0.3445,1.0981
1920,17.2892,7.0000,0.3445,1.0981
1921,17.2892,7.0000,0.3445,1.0981
1922,17.2892,7.0000,0.3445,1.0981
1923,17.2892,7.0000,0.3445,1.0981
1924,17.2892,7.0000,0.3445,1.0981
1925,17.2892,7.0000,0.3445,1.0981
1926,17.2892,7.0000,0.3445,1.0981
1927,17.2892,7.0000,0.3445,1.0981
1928,17.2892,7.0000,0.3445,1.0981
1929,17.2892,7.0000,0.3445,1.0981
1930,17.2892,7.0000,0.3445,1.0981
1931,17.2892,7.0000,0.3445,1.0981
1932,17.2892,7.0000,0.3445,1.0981
1933,17.2892,7.0000,0.3445,1.0981
1934,17.2892,7.0000,0.3445,1.0981
1935,17.2892,7.0000,0.3445,1.0981
1936,17.2892,7.0000,0.3445,1.0981
1937,17.2892,7.0000,0.3445,1.0981
1938,17.2892,7.0000,0.3445,1.0981
1939,17.2892,7.0000,0.3445,1.0981
1940,17.2892,7.0000,0.3445,1.0981
1941,17.2892,7.0000,0.3445,1.0981
1942,17.2892,7.0000,0.3445,1.0981
1943,17.2892,7.0000,0.3445,1.0981
1944,17.2892,7.0000,0.3445,1.0981
1945,17.2892,7.0000,0.3445,1.0981
1946,17.2892,7.0000,0.3445,1.0981
1947,17.2892,7.0000,0.3445,1.0981
1948,17.2892,7.0000,0.3445,1.0981
1949,17.2892,7.0000,0.3445,1.0981
1950,17.2892,7.0000,0.3445,1.0981
1951,17.2892,7.0000,0.3445,1.0981
1952,17.2892,7.0000,0.3445,1.0981
1953,17.2892,7.0000,0.3445,1.0981
1954,17.2892,7.0000,0.3445,1.0981
1955,17.2892,7.0000,0.3445,1.0981
1956,17.2892,7.0000,0.3445,1.0981
1957,17.2892,7.0000,0.3445,1.0981
1958,17.2892,7.0000,0.3445,1.0981
1959,17.2892,7.0000,0.3445,1.0981
1960,17.2892,7.0000,0.3445,1.0981
1961,17.2892,7.0000,0.3445,1.0981
1962,17.2892,7.0000,0.3445,1.0981
1963,17.2892,7.0000,0.3445,1.0981
1964,17.2892,7.0000,0.3445,1.0981
1965,17.2892,7.0000,0.3445,1.0981
1966,17.2892,7.0000,0.3445,1.0981
1967,17.2892,7.0000,0.3445,1.0981
1968,17.2892,7.0000,0.3445,1.0981
1969,17.2892,7.0000,0.3445,1.0981
1970,17.2892,7.0000,0.3445,1.0981
1971,17.2892,7.0000,0.3445,1.0981
1972,17.2892,7.0000,0.3445,1.0981
1973,17.2892,7.0000,0.3445,1.0981
1974,17.2892,7.0000,0.3445,1.0981
1975,17.2892,7.0000,0.3445,1.0981
1976,17.2892,7.0000,0.3445,1.0981
1977,17.2892,7.0000,0.3445,1.0981
1978,17.2892,7.0000,0.3445,1.0981
1979,17.2892,7.0000,0.3445,1.0981
1980,17.2892,7.0000,0.3445,1.0981
1981,17.2892,7.0000,0.3445,1.0981
1982,17.2892,7.0000,0.3445,1.0981
1983,17.2892,7.0000,0.3445,1.0981
1984,17.2892,7.0000,0.3445,1.0981
1985,17.2892,7.0000,0.3445,1.0981
1986,17.2892,7.0000,0.3445,1.0981
1987,17.2892,7.0000,0.3445,1.0981
1988,17.2892,7.0000,0.3445,1.0981
1989,17.2892,7.0000,0.3445,1.0981
1990,17.2892,7.0000,0.3445,1.0981
1991,17.2892,7.0000,0.3445,1.0981
1992,17.2892,7.0000,0.3445,1.0981
1993,17.2892,7.0000,0.3445,1.0981
1994,17.2892,7.0000,0.3445,1.0981
1995,17.2892,7.0000,0.3445,1.0981
1996,17.2892,7.0000,0.3445,1.0981
1997,17.2892,7.0000,0.3445,1.0981
1998,17.2892,7.0000,0.3445,1.0981
1999,17.2892,7.0000,0.3445,1.0981
2000,17.2892,7.0000,0.3445,1.0981
2001,17.2892,7.0000,0.3445,1.0981
2002,17.2892,7.0000,0.3445,1.0981
2003,17.2892,7.0000,0.3445,1.0981
2004,17.2892,7.0000,0.3445,1.0981
2005,17.2892,7.0000,0.3445,1.0981
2006,17.2892,7.0000,0.3445,1.0981
2007,17.2892,7.0000,0.3445,1.0981
2008,17.2892,7.0000,0.3445,1.0981
2009,17.2892,7.0000,0.3445,1.0981
2010,17.2892,7.0000,0.3445,1.0981
2011,17.2892,7.0000,0.3445,1.0981
2012,17.2892,7.0000,0.3445,1.0981
2013,17.2892,7.0000,0.3445,1.0981
2014,17.2892,7.0000,0.3445,1.0981
2015,17.2892,7.0000,0.3445,1.0981
2016,17.2892,7.0000,0.3445,1.0981
2017,17.2892,7.0000,0.3445,1.0981
2018,17.2892,7.0000,0.3445,1.0981
2019,17.2892,7.0000,0.3445,1.0981
2020,17.2892,7.0000,0.3445,1.0981
2021,17.2892,7.0000,0.3445,1.0981
2022,17.2892,7.0000,0.3445,1.0981
2023,17.2892,7.0000,0.3445,1.0981
2024,17.2892,7.0000,0.3445,1.0981
2025,17.2892,7.0000,0.3445,1.0981
2026,17.2892,7.0000,0.3445,1.0981
2027,17.2892,7.0000,0.3445,1.0981
2028,17.2892,7.0000,0.3445,1.0981
2029,17.2892,7.0000,0.3445,1.0981
2030,17.2892,7.0000,0.3445,1.0981
2031,17.2892,7.0000,0.3445,1.0981
2032,17.2892,7.0000,0.3445,1.0981
2033,17.2892,7.0000,0.3445,1.0981
2034,17.2892,7.0000,0.3445,1.0981
2035,17.2892,7.0000,0.3445,1.0981
2036,17.2892,7.0000,0.3445,1.0981
2037,17.2892,7.0000,0.3445,1.0981
2038,17.2892,7.0000,0.3445,1.0981
2039,17.2892,7.0000,0.3445,1.0981
2040,17.2892,7.0000,0.3445,1.0981
2041,17.2892,7.0000,0.3445,1.0981
2042,17.2892,7.0000,0.3445,1.0981
2043,17.2892,7.0000,0.3445,1.0981
2044,17.2892,7.0000,0.3445,1.0981
2045,17.2892,7.0000,0.3445,1.0981
2046,17.2892,7.0000,0.3445,1.0981
2047,17.2892,7.0000,0.3445,1.0981
2048,17.2892,7.0000,0.3445,1.0981
2049,17.2892,7.0000,0.3445,1.0981
2050,17.2892,7.0000,0.3445,1.0981
2051,17.2892,7.0000,0.3445,1.0981
2052,17.2892,7.0000,0.3445,1.0981
2053,17.2892,7.0000,0.3445,1.0981
2054,17.2892,7.0000,0.3445,1.0981
2055,17.2892,7.0000,0.3445,1.0981
2056,17.2892,7.0000,0.3445,1.0981
2057,17.2892,7.0000,0.3445,1.0981
2058,17.2892,7.0000,0.3445,1.0981
2059,17.2892,7.0000,0.3445,1.0981
2060,17.2892,7.0000,0.3445,1.0981
2061,17.2892,7.0000,0.3445,1.0981
2062,17.2892,7.0000,0.3445,1.0981
2063,17.2892,7.0000,0.3445,1.0981
2064,17.2892,7.0000,0.3445,1.0981
2065,17.2892,7.0000,0.3445,1.0981
2066,17.2892,7.0000,0.3445,1.0981
2067,17.2892,7.0000,0.3445,1.0981
2068,17.2892,7.0000,0.3445,1.0981
2069,17.2892,7.0000,0.3445,1.0981
2070,17.2892,7.0000,0.3445,1.0981
2071,17.2892,7.0000,0.3445,1.0981
2072,17.2892,7.0000,0.3445,1.0981
2073,17.2892,7.0000,0.3445,1.0981
2074,17.2892,7.0000,0.3445,1.0981
2075,17.2892,7.0000,0.3445,1.0981
2076,17.2892,7.0000,0.3445,1.0981
2077,17.2892,7.0000,0.3445,1.0981
2078,17.2892,7.0000,0.3445,1.0981
2079,17.2892,7.0000,0.3445,1.0981
2080,17.2892,7.0000,0.3445,1.0981
2081,17.2892,7.0000,0.3445,1.0981
2082,17.2892,7.0000,0.3445,1.0981
2083,17.2892,7.0000,0.3445,1.0981
2084,17.2892,7.0000,0.3445,1.0981
2085,17.2892,7.0000,0.3445,1.0981
2086,17.2892,7.0000,0.3445,1.0981
2087,17.2892,7.0000,0.3445,1.0981
2088,17.2892,7.0000,0.3445,1.0981
2089,17.2892,7.0000,0.3445,1.0981
2090,17.2892,7.0000,0.3445,1.0981
2091,17.2892,7.0000,0.3445,1.0981
2092,17.2892,7.0000,0.3445,1.0981
2093,17.2892,7.0000,0.3445,1.0981
2094,17.2892,7.0000,0.3445,1.0981
2095,17.2892,7.0000,0.3445,1.0981
2096,17.2892,7.0000,0.3445,1.0981
2097,17.2892,7.0000,0.3445,1.0981
2098,17.2892,7.0000,0.3445,1.0981
2099,17.2892,7.0000,0.3445,1.0981
2100,17.2892,7.0000,0.3445,1.0981
2101,17.2892,7.0000,0.3445,1.0981
2102,17.2892,7.0000,0.3445,1.0981
2103,17.2892,7.0000,0.3445,1.0981
2104,17.2892,7.0000,0.3445,1.0981
2105,17.2892,7.0000,0.3445,1.0981
2106,17.2892,7.0000,0.3445,1.0981
2107,17.2892,7.0000,0.3445,1.0981
2108,17.2892,7.0000,0.3445,1.0981
2109,17.2892,7.0000,0.3445,1.0981
2110,17.2892,7.0000,0.3445,1.0981
2111,17.2892,7.0000,0.3445,1.0981
2112,17.2892,7.0000,0.3445,1.0981
2113,17.2892,7.0000,0.3445,1.0981
2114,17.2892,7.0000,0.3445,1.0981
2115,17.2892,7.0000,0.3445,1.0981
2116,17.2892,7.0000,0.3445,1.0981
2117,17.2892,7.0000,0.3445,1.0981
2118,17.2892,7.0000,0.3445,1.0981
2119,17.2892,7.0000,0.3445,1.0981
2120,17.2892,7.0000,0.3445,1.0981
2121,17.2892,7.0000,0.3445,1.0981
2122,17.2892,7.0000,0.3445,1.0981
2123,17.2892,7.0000,0.3445,1.0981
2124,17.2892,7.0000,0.3445,1.0981
2125,17.2892,7.0000,0.3445,1.0981
2126,17.2892,7.0000,0.3445,1.0981
2127,17.2892,7.0000,0.3445,1.0981
2128,17.2892,7.0000,0.3445,1.0981
2129,17.2892,7.0000,0.3445,1.0981
2130,17.2892,7.0000,0.3445,1.0981
2131,17.2892,7.0000,0.3445,1.0981
2132,17.2892,7.0000,0.3445,1.0981
2133,17.2892,7.0000,0.3445,1.0981
2134,17.2892,7.0000,0.3445,1.0981
2135,17.2892,7.0000,0.3445,1.0981
2136,17.2892,7.0000,0.3445,1.0981
2137,17.2892,7.0000,0.3445,1.0981
2138,17.2892,7.0000,0.3445,1.0981
2139,17.2892,7.0000,0.3445,1.0981
2140,17.2892,7.0000,0.3445,1.0981
2141,17.2892,7.0000,0.3445,1.0981
2142,17.2892,7.0000,0.3445,1.0981
2143,17.2892,7.0000,0.3445,1.0981
2144,17.2892,7.0000,0.3445,1.0981
2145,17.2892,7.0000,0.3445,1.0981
2146,17.2892,7.0000,0.3445,1.0981
2147,17.2892,7.0000,0.3445,1.0981
2148,17.2892,7.0000,0.3445,1.0981
2149,17.2892,7.0000,0.3445,1.0981
2150,17.2892,7.0000,0.3445,1.0981
2151,17.2892,7.0000,0.3445,1.0981
2152,17.2892,7.0000,0.3445,1.0981
2153,17.2892,7.0000,0.3445,1.0981
2154,17.2892,7.0000,0.3445,1.0981
2155,17.2892,7.0000,0.3445,1.0981
2156,17.2892,7.0000,0.3445,1.0981
2157,17.2892,7.0000,0.3445,1.0981
2158,17.2892,7.0000,0.3445,1.0981
2159,17.2892,7.0000,0.3445,1.0981
2160,17.2892,7.0000,0.3445,1.0981
2161,17.2892,7.0000,0.3445,1.0981
2162,17.2892,7.0000,0.3445,1.0981
2163,17.2892,7.0000,0.3445,1.0981
2164,17.2892,7.0000,0.3445,1.0981
2165,17.2892,7.0000,0.3445,1.0981
2166,17.2892,7.0000,0.3445,1.0981
2167,17.2892,7.0000,0.3445,1.0981
2168,17.2892,7.0000,0.3445,1.0981
2169,17.2892,7.0000,0.3445,1.0981
2170,17.2892,7.0000,0.3445,1.0981
2171,17.2892,7.0000,0.3445,1.0981
2172,17.2892,7.0000,0.3445,1.0981
2173,17.2892,7.0000,0.3445,1.0981
2174,17.2892,7.0000,0.3445,1.0981
2175,17.2892,7.0000,0.3445,1.0981
2176,17.2892,7.0000,0.3445,1.0981
2177,17.2892,7.0000,0.3445,1.0981
2178,17.2892,7.0000,0.3445,1.0981
2179,17.2892,7.0000,0.3445,1.0981
2180,17.2892,7.0000,0.3445,1.0981
2181,17.2892,7.0000,0.3445,1.0981
2182,17.2892,7.0000,0.3445,1.0981
2183,17.2892,7.0000,0.3445,1.0981
2184,17.2892,7.0000,0.3445,1.0981
2185,17.2892,7.0000,0.3445,1.0981
2186,17.2892,7.0000,0.3445,1.0981
2187,17.2892,7.0000,0.3445,1.0981
2188,17.2892,7.0000,0.3445,1.0981
2189,17.2892,7.0000,0.3445,1.0981
2190,17.2892,7.0000,0.3445,1.0981
2191,17.2892,7.0000,0.3445,1.0981
2192,17.2892,7.0000,0.3445,1.0981
2193,17.2892,7.0000,0.3445,1.0981
2194,17.2892,7.0000,0.3445,1.0981
2195,17.2892,7.0000,0.3445,1.0981
2196,17.2892,7.0000,0.3445,1.0981
2197,17.2892,7.0000,0.3445,1.0981
2198,17.2892,7.0000,0.3445,1.0981
2199,17.2892,7.0000,0.3445,1.0981
2200,17.2892,7.0000,0.3445,1.0981
2201,17.2892,7.0000,0.3445,1.0981
2202,17.2892,7.0000,0.3445,1.0981
2203,17.2892,7.0000,0.3445,1.0981
2204,17.2892,7.0000,0.3445,1.0981
2205,17.2892,7.0000,0.3445,1.0981
2206,17.2892,7.0000,0.3445,1.0981
2207,17.2892,7.0000,0.3445,1.0981
2208,17.2892,7.0000,0.3445,1.0981
2209,17.2892,7.0000,0.3445,1.0981
2210,17.2892,7.0000,0.3445,1.0981
2211,17.2892,7.0000,0.3445,1.0981
2212,17.2892,7.0000,0.3445,1.0981
2213,17.2892,7.0000,0.3445,1.0981
2214,17.2892,7.0000,0.3445,1.0981
2215,17.2892,7.0000,0.3445,1.0981
2216,17.2892,7.0000,0.3445,1.0981
2217,17.2892,7.0000,0.3445,1.0981
2218,17.2892,7.0000,0.3445,1.0981
2219,17.2892,7.0000,0.3445,1.0981
2220,17.2892,7.0000,0.3445,1.0981
2221,17.2892,7.0000,0.3445,1.0981
2222,17.2892,7.0000,0.3445,1.0981
2223,17.2892,7.0000,0.3445,1.0981
2224,17.2892,7.0000,0.3445,1.0981
2225,17.2892,7.0000,0.3445,1.0981
2226,17.2892,7.0000,0.3445,1.0981
2227,17.2892,7.0000,0.3445,1.0981
2228,17.2892,7.0000,0.3445,1.0981
2229,17.2892,7.0000,0.3445,1.0981
2230,17.2892,7.0000,0.3445,1.0981
2231,17.2892,7.0000,0.3445,1.0981
2232,17.2892,7.0000,0.3445,1.0981
2233,17.2892,7.0000,0.3445,1.0981
2234,17.2892,7.0000,0.3445,1.0981
